순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1,005930,삼성전자,"42,500","-2,900","-6.4","41,701,626","1,789,671,838,540","42,600","43,550","42,400","253,715,758,375,000","21.77","5,969,782,550",,,2479
2,000660,SK하이닉스,"69,400","-5,400","-7.2","8,192,363","571,262,544,100","69,700","71,600","68,000","50,523,364,131,000","4.34","728,002,365",,,
3,005935,삼성전자우,"36,000","-2,000","-5.3","3,367,606","122,736,387,932","36,050","36,800","35,600","29,623,921,200,000","2.54","822,886,700",,,
4,207940,삼성바이오로직스,"436,000","6,000","1.4","589,740","256,390,609,500","406,000","454,500","405,500","28,847,940,000,000","2.48","66,165,000",,,
5,035420,NAVER,"143,000","-11,000","-7.1","1,033,851","149,203,913,500","141,500","149,500","140,000","23,489,665,485,000","2.02","164,263,395",,,
6,068270,셀트리온,"175,000","22,500","14.8","6,685,918","1,136,500,212,000","145,500","184,500","145,000","22,460,658,325,000","1.93","128,346,619",,,
7,051910,LG화학,"268,000","-4,500","-1.6","947,838","253,734,138,000","249,500","286,500","248,500","18,918,747,924,000","1.62","70,592,343",,,
8,051900,LG생활건강,"1,066,000","-44,000","-4.0","75,697","80,941,895,000","1,066,000","1,090,000","1,045,000","16,648,998,002,000","1.43","15,618,197",,,
9,006400,삼성SDI,"218,500","2,000","0.9","1,576,624","339,438,213,500","202,000","233,500","200,500","15,025,049,805,000","1.29","68,764,530",,,
10,005380,현대차,"68,900","-2,200","-3.1","2,391,540","163,093,956,100","67,200","71,000","66,200","14,721,738,084,300","1.26","213,668,187",,,
11,028260,삼성물산,"74,500","-6,000","-7.4","501,217","37,588,644,200","74,400","76,800","73,500","14,131,908,203,500","1.21","189,690,043",,,
12,017670,SK텔레콤,"165,500","-9,500","-5.4","341,417","56,893,312,000","166,000","170,500","164,000","13,363,415,170,500","1.15","80,745,711",,,
13,012330,현대모비스,"133,500","-7,000","-5.0","522,677","69,367,701,000","128,000","139,000","127,000","12,689,801,649,000","1.09","95,054,694",,,
14,036570,엔씨소프트,"572,000","5,000","0.9","175,741","98,464,932,000","532,000","597,000","531,000","12,557,700,584,000","1.08","21,954,022",,,
15,035720,카카오,"143,500","-6,000","-4.0","1,569,378","224,180,922,500","138,000","148,000","137,500","12,447,162,735,000","1.07","86,739,810",,,
16,005490,POSCO,"138,000","-6,500","-4.5","457,989","62,605,727,500","137,500","139,500","133,000","12,031,783,230,000","1.03","87,186,835",,,
17,105560,KB금융,"27,650","-3,200","-10.4","2,779,005","77,527,370,750","27,800","28,450","27,300","11,497,088,988,000","0.99","415,807,920",,,
18,015760,한국전력,"17,300","0","0.0","3,685,846","62,972,692,800","16,400","18,100","16,100","11,105,978,532,100","0.95","641,964,077",,,
19,055550,신한지주,"22,200","-2,000","-8.3","2,185,885","49,099,764,850","22,400","23,200","22,000","10,710,001,344,600","0.92","482,432,493",,,
20,018260,삼성에스디에스,"137,000","-8,000","-5.5","196,608","26,934,014,000","135,500","140,000","133,500","10,600,758,600,000","0.91","77,377,800",,,
21,091990,셀트리온헬스케어,"66,500","4,100","6.6","11,859,616","800,526,515,800","60,700","71,800","60,000","9,572,461,601,500","0.82","143,946,791",,,
22,090430,아모레퍼시픽,"159,500","-6,000","-3.6","316,855","50,438,651,000","154,500","163,500","153,500","9,324,129,155,000","0.80","58,458,490",,,
23,033780,KT&G,"63,600","-4,300","-6.3","600,618","38,665,207,400","65,200","65,700","63,000","8,731,802,809,200","0.75","137,292,497",,,
24,000270,기아차,"21,500","-2,650","-11.0","2,365,341","52,445,177,250","22,500","23,000","21,500","8,715,311,960,500","0.75","405,363,347",,,
25,003550,LG,"46,250","-2,250","-4.6","423,348","19,278,760,600","46,500","46,650","44,600","7,980,767,308,750","0.68","172,557,131",,,
26,251270,넷마블,"91,900","-1,600","-1.7","422,115","38,756,108,700","90,300","93,400","90,000","7,884,035,199,600","0.68","85,789,284",,,
27,034730,SK,"108,000","-13,500","-11.1","336,085","37,098,200,500","109,000","113,500","107,000","7,598,912,076,000","0.65","70,360,297",,,
28,032830,삼성생명,"36,500","2,550","7.5","943,863","33,876,068,700","32,100","38,700","32,000","7,300,000,000,000","0.63","200,000,000",,,
29,066570,LG전자,"41,850","-3,250","-7.2","1,186,795","49,923,250,250","42,350","42,850","41,600","6,848,661,015,900","0.59","163,647,814",,,
30,009150,삼성전기,"89,200","-7,200","-7.5","1,434,217","128,314,765,000","89,400","93,200","87,000","6,662,677,683,200","0.57","74,693,696",,,
31,000810,삼성화재,"137,500","8,000","6.2","243,535","32,050,110,000","120,000","140,500","117,500","6,514,040,087,500","0.56","47,374,837",,,
32,096770,SK이노베이션,"60,300","-4,500","-6.9","1,162,459","70,534,901,300","58,500","62,900","57,800","5,575,673,509,200","0.48","92,465,564",,,
33,010130,고려아연,"295,000","0","0.0","78,311","22,808,202,500","284,000","301,500","276,500","5,566,650,000,000","0.48","18,870,000",,,
34,086790,하나금융지주,"18,450","-2,200","-10.6","2,660,270","49,880,317,450","18,750","19,150","18,450","5,539,466,043,900","0.48","300,242,062",,,
35,010950,S-Oil,"48,500","-4,200","-8.0","610,326","30,143,811,100","49,400","50,400","48,450","5,460,265,412,000","0.47","112,582,792",,,
36,009540,한국조선해양,"68,600","-8,400","-10.9","324,195","22,716,151,200","69,600","72,500","67,600","4,855,035,757,600","0.42","70,773,116",,,
37,316140,우리금융지주,"6,560","-880","-11.8","3,892,290","25,768,513,120","6,720","6,860","6,450","4,738,076,000,480","0.41","722,267,683",,,
38,011170,롯데케미칼,"137,500","-10,000","-6.8","242,745","33,181,518,000","133,000","143,000","128,500","4,712,870,112,500","0.40","34,275,419",,,
39,030200,KT,"17,650","-1,250","-6.6","1,376,171","24,354,840,750","17,750","18,000","17,250","4,608,623,411,200","0.40","261,111,808",,,
40,018880,한온시스템,"8,590","-730","-7.8","1,377,405","12,124,043,410","8,670","9,240","8,510","4,585,342,000,000","0.39","533,800,000",,,
41,032640,LG유플러스,"9,470","-330","-3.4","2,419,664","23,040,241,640","9,350","9,790","9,210","4,134,709,588,670","0.35","436,611,361",,,
42,271560,오리온,"94,700","-7,300","-7.2","135,945","13,022,203,600","95,600","98,200","92,100","3,744,071,700,400","0.32","39,536,132",,,
43,002790,아모레G,"43,850","-5,300","-10.8","177,304","7,980,451,150","47,000","47,000","43,500","3,615,791,193,000","0.31","82,458,180",,,
44,021240,코웨이,"48,250","-6,350","-11.6","376,051","18,877,260,200","52,400","53,400","48,250","3,560,831,616,750","0.31","73,799,619",,,
45,024110,기업은행,"6,130","-490","-7.4","2,587,895","15,990,107,030","6,150","6,410","6,010","3,537,972,281,270","0.30","577,156,979",,,
46,028300,에이치엘비,"82,100","-2,900","-3.4","1,014,931","83,282,636,800","81,000","84,900","80,600","3,537,544,586,100","0.30","43,088,241",,,
47,035250,강원랜드,"16,250","-1,150","-6.6","1,149,502","18,700,140,950","16,100","16,700","16,000","3,476,533,125,000","0.30","213,940,500",,,
48,180640,한진칼,"58,300","5,000","9.4","6,514,432","398,730,767,700","53,300","66,000","53,300","3,449,637,701,400","0.30","59,170,458",,,
49,034220,LG디스플레이,"9,370","-930","-9.0","3,396,532","32,095,975,010","9,500","9,720","9,210","3,352,733,109,000","0.29","357,815,700",,,
50,088980,맥쿼리인프라,"9,580","-320","-3.2","2,088,964","19,920,302,280","9,400","9,780","9,360","3,343,844,738,880","0.29","349,044,336",,,
51,078930,GS,"32,600","-3,150","-8.8","339,139","11,347,233,150","34,600","34,600","32,200","3,029,041,322,800","0.26","92,915,378",,,
52,000120,CJ대한통운,"132,000","-1,500","-1.1","76,485","9,940,983,500","127,000","134,500","123,500","3,011,229,408,000","0.26","22,812,344",,,
53,029780,삼성카드,"25,150","-2,150","-7.9","181,905","4,670,551,450","24,650","26,850","24,650","2,913,851,108,650","0.25","115,858,891",,,
54,012750,에스원,"73,800","-10,600","-12.6","103,901","7,960,723,200","81,700","82,300","73,300","2,804,339,336,400","0.24","37,999,178",,,
55,086280,현대글로비스,"73,300","-7,700","-9.5","231,152","17,077,272,900","75,000","76,800","70,300","2,748,750,000,000","0.24","37,500,000",,,
56,139480,이마트,"97,900","-7,100","-6.8","211,971","21,025,473,000","99,100","102,000","97,400","2,729,042,680,100","0.23","27,875,819",,,
57,267250,현대중공업지주,"160,500","-22,500","-12.3","75,290","12,426,104,500","165,000","171,000","160,500","2,614,002,028,500","0.22","16,286,617",,,
58,000100,유한양행,"195,000","-5,000","-2.5","56,517","10,916,200,000","192,000","196,500","187,500","2,607,415,590,000","0.22","13,371,362",,,
59,097950,CJ제일제당,"172,500","-15,500","-8.2","84,035","14,620,009,500","171,500","182,000","165,000","2,596,847,085,000","0.22","15,054,186",,,
60,128940,한미약품,"215,500","-11,500","-5.1","51,487","11,216,898,000","216,000","222,500","213,500","2,552,172,749,500","0.22","11,843,029",,,
61,008770,호텔신라,"61,800","-5,900","-8.7","735,001","46,038,510,800","61,300","64,300","61,300","2,425,533,877,800","0.21","39,248,121",,,
62,006800,미래에셋대우,"3,595","-390","-9.8","7,702,606","28,181,373,395","3,615","3,790","3,565","2,366,647,486,760","0.20","658,316,408",,,
63,003670,포스코케미칼,"37,000","-900","-2.4","866,807","31,712,207,500","34,600","39,000","34,600","2,256,564,140,000","0.19","60,988,220",,,
64,003410,쌍용양회,"4,470","-210","-4.5","982,500","4,325,187,685","4,410","4,515","4,300","2,252,252,389,650","0.19","503,859,595",,,
65,004990,롯데지주,"21,100","-300","-1.4","210,343","4,394,213,950","20,100","21,750","20,050","2,213,584,900,700","0.19","104,909,237",,,
66,000720,현대건설,"19,550","-1,650","-7.8","1,117,661","22,125,757,550","19,150","20,300","19,150","2,177,005,205,750","0.19","111,355,765",,,
67,011070,LG이노텍,"91,300","-7,800","-7.9","656,846","60,493,276,700","92,500","97,000","86,200","2,160,806,869,100","0.19","23,667,107",,,
68,263750,펄어비스,"157,600","-10,800","-6.4","118,521","18,993,500,300","162,000","165,000","156,900","2,052,424,800,000","0.18","13,023,000",,,
69,004170,신세계,"206,500","-17,500","-7.8","80,435","16,647,047,000","207,500","215,000","201,000","2,033,029,876,500","0.17","9,845,181",,,
70,012510,더존비즈온,"68,000","0","0.0","322,336","21,532,348,400","63,600","70,400","62,000","2,017,743,600,000","0.17","29,672,700",,,
71,253450,스튜디오드래곤,"71,800","-4,000","-5.3","159,296","11,644,280,600","72,000","74,600","71,300","2,017,319,366,000","0.17","28,096,370",,,
72,282330,BGF리테일,"116,000","-5,500","-4.5","37,483","4,334,637,000","112,000","120,000","111,000","2,004,933,096,000","0.17","17,283,906",,,
73,005830,DB손해보험,"28,250","-350","-1.2","619,662","17,661,934,100","26,750","29,950","26,450","2,000,100,000,000","0.17","70,800,000",,,
74,007070,GS리테일,"25,950","-2,550","-9.0","227,836","5,925,503,550","27,100","27,300","25,100","1,998,150,000,000","0.17","77,000,000",,,
75,010140,삼성중공업,"3,115","-365","-10.5","7,400,603","23,239,010,845","3,125","3,245","3,070","1,962,450,000,000","0.17","630,000,000",,,
76,032500,케이엠더블유,"49,250","-50","-0.1","1,933,954","93,473,820,050","47,400","50,400","46,050","1,961,178,487,750","0.17","39,820,883",,,
77,161390,한국타이어앤테크놀로지,"15,600","-1,200","-7.1","760,492","11,803,514,650","15,850","16,100","15,050","1,932,451,076,400","0.17","123,875,069",,,
78,016360,삼성증권,"20,800","-3,100","-13.0","1,010,313","21,332,154,150","21,500","22,400","20,450","1,857,440,000,000","0.16","89,300,000",,,
79,035760,CJ ENM,"83,600","-7,100","-7.8","148,040","12,412,291,500","83,100","86,100","82,300","1,833,277,274,400","0.16","21,929,154",,,
80,000210,대림산업,"52,500","-4,100","-7.2","239,989","12,768,704,400","52,500","54,900","52,500","1,827,000,000,000","0.16","34,800,000",,,
81,096530,씨젠,"68,800","800","1.2","5,978,126","418,315,346,800","72,600","73,500","67,600","1,804,900,576,000","0.15","26,234,020",,,
82,071050,한국금융지주,"32,000","-5,050","-13.6","721,787","23,152,649,850","34,300","34,500","30,000","1,783,231,744,000","0.15","55,725,992",,,
83,005940,NH투자증권,"6,310","-910","-12.6","2,132,665","13,827,210,510","6,700","6,740","6,300","1,775,690,076,970","0.15","281,408,887",,,
84,004020,현대제철,"13,150","-550","-4.0","961,766","12,519,781,500","12,800","13,750","12,400","1,754,812,072,750","0.15","133,445,785",,,
85,005387,현대차2우B,"46,900","-600","-1.3","129,998","6,119,233,300","44,950","50,000","44,000","1,711,167,651,900","0.15","36,485,451",,,
86,036460,한국가스공사,"18,300","-1,050","-5.4","447,626","8,222,680,350","17,700","19,200","17,550","1,689,327,900,000","0.14","92,313,000",,,
87,011780,금호석유,"54,900","-2,200","-3.8","334,200","18,551,989,450","53,200","59,300","49,600","1,672,676,235,900","0.14","30,467,691",,,
88,023530,롯데쇼핑,"58,300","-5,100","-8.0","188,896","11,097,458,400","59,000","59,900","57,800","1,649,234,416,500","0.14","28,288,755",,,
89,001450,현대해상,"18,300","-150","-0.8","477,783","8,831,148,700","17,350","19,050","17,350","1,636,020,000,000","0.14","89,400,000",,,
90,047810,한국항공우주,"16,350","-1,650","-9.2","984,506","16,232,060,700","16,300","17,100","16,150","1,593,717,999,450","0.14","97,475,107",,,
91,007310,오뚜기,"435,500","-27,500","-5.9","5,658","2,478,604,500","442,000","448,000","431,000","1,570,080,713,500","0.13","3,605,237",,,
92,004370,농심,"257,000","-5,000","-1.9","29,751","7,662,540,000","256,500","262,500","250,000","1,563,238,994,000","0.13","6,082,642",,,
93,001040,CJ,"53,100","-4,700","-8.1","96,525","5,168,753,600","54,000","55,500","52,300","1,549,298,593,800","0.13","29,176,998",,,
94,026960,동서,"15,500","450","3.0","298,549","4,558,032,300","14,500","15,550","14,500","1,545,350,000,000","0.13","99,700,000",,,
95,000080,하이트진로,"21,700","-2,500","-10.3","450,741","9,916,055,650","22,350","22,850","21,450","1,521,899,358,700","0.13","70,133,611",,,
96,009830,한화솔루션,"9,410","-1,090","-10.4","1,982,452","18,984,642,470","9,510","10,000","9,410","1,519,520,118,900","0.13","161,479,290",,,
97,068760,셀트리온제약,"44,150","10,050","29.5","5,122,043","216,420,984,500","32,500","44,300","32,000","1,505,180,519,600","0.13","34,092,424",,,
98,241560,두산밥캣,"14,300","-400","-2.7","371,810","5,255,223,900","13,300","14,750","13,250","1,433,563,073,800","0.12","100,249,166",,,
